step,particle_id,from,to
6247,18149,FUN_2,FUN_3
6251,20810,FUN_5,FUN_6
6252,2133,FUN_5,FUN_4
6258,9588,RET,CUBE_L
6263,7664,CUBE_R,FUN_6
6267,110,FUN_2,FUN_1
6275,29028,FUN_3,FUN_2
6276,2157,FUN_6,CUBE_R
6281,24874,FUN_3,FUN_4
6293,13181,FUN_1,FUN_2
6300,18929,FUN_2,FUN_1
6314,29251,FUN_3,FUN_2
6346,2005,FUN_3,FUN_2
6347,26320,FUN_2,FUN_1
6384,4772,FUN_3,FUN_2
6386,18906,FUN_2,FUN_3
6398,10654,FUN_1,FUN_2
6399,18627,RET,CUBE_R
6401,2782,FUN_2,FUN_1
6408,2283,FUN_2,FUN_3
6417,22302,FUN_1,FUN_2
6419,22040,FUN_2,FUN_1
6442,23609,FUN_5,FUN_4
