step,particle_id,from,to
5430,24457,RET,CUBE_L
5442,12383,FUN_4,FUN_5
5458,16510,FUN_4,FUN_5
5477,16128,FUN_6,FUN_5
5489,18676,RET,CUBE_L
5490,29196,RET,CUBE_L
5510,16763,FUN_1,FUN_2
5531,28357,FUN_1,FUN_2
5545,25920,FUN_4,FUN_3
5552,12833,CUBE_L,FUN_1
5564,12572,FUN_1,FUN_2
5570,7627,FUN_3,FUN_2
5570,26414,FUN_5,FUN_6
5575,52,CUBE_L,RET
5612,2838,FUN_2,FUN_1
5618,14181,CUBE_L,RET
5620,5860,FUN_5,FUN_4
5621,18063,FUN_1,FUN_2
5654,5311,FUN_1,CUBE_L
5668,14947,FUN_4,FUN_3
5691,2406,FUN_3,FUN_4
5700,17931,FUN_4,FUN_5
5704,21958,CUBE_R,RET
5705,7157,FUN_2,FUN_3
5726,11755,CUBE_L,FUN_1
5733,23904,FUN_6,FUN_5
5734,26920,FUN_3,FUN_2
5740,2105,FUN_6,CUBE_R
5747,534,FUN_1,FUN_2
5756,29884,FUN_4,FUN_3
5772,14725,FUN_1,FUN_2
5773,17435,FUN_5,FUN_6
5782,28691,FUN_3,FUN_4
5800,2716,FUN_1,FUN_2
5815,10811,FUN_2,FUN_3
5823,23694,FUN_2,FUN_1
5827,2105,CUBE_R,FUN_6
5836,18517,FUN_3,FUN_2
5850,21034,FUN_3,FUN_2
5852,13423,CUBE_R,RET
5867,9245,CUBE_R,RET
5876,10767,FUN_3,FUN_4
5878,25981,FUN_1,FUN_2
5892,23481,FUN_4,FUN_5
5906,15803,FUN_3,FUN_2
5929,22404,FUN_2,FUN_3
5952,21162,FUN_6,CUBE_R
5953,4935,RET,CUBE_L
5965,29904,FUN_3,FUN_2
5975,9122,FUN_2,FUN_1
5983,13181,FUN_1,FUN_2
6016,15816,FUN_3,FUN_2
6017,22134,FUN_3,FUN_4
6040,2440,RET,CUBE_L
6046,11144,FUN_2,FUN_1
6052,29037,FUN_4,FUN_5
